類別	名稱	地址	電話
診所	先進牙醫診所	高雄市三民區十全二路122號2樓	07-3161360
診所	上成牙醫診所	高雄市三民區十全二路135號	07-3232931
診所	新時代牙醫診所	高雄市三民區十全二路2號1及2樓	07-3119768
診所	安安十全婦幼診所	高雄市三民區十全三路280號	07-3231550
診所	北益牙醫診所	高雄市三民區千歲里建國三路443號1樓、445號1樓	07-2154514
診所	明星眼科診所	高雄市三民區千歲里建國三路461號	07-2811277
診所	安昕診所	高雄市三民區大昌一路159．161．163號一樓	07-3832564
診所	經典牙醫診所	高雄市三民區大昌一路221號1－2樓	07-3818882
診所	林志哲耳鼻喉科診所	高雄市三民區大昌二路103號1樓	07-3987593
診所	宏駿牙醫診所	高雄市三民區大昌二路107號一樓	07-3907875
診所	徐文俊牙醫診所	高雄市三民區大昌二路121號	07-3824850
診所	菁英牙醫診所	高雄市三民區大昌二路122號一樓	07-3905043
診所	陳征宇眼科診所	高雄市三民區大昌二路187號一樓二樓	07-3962842
診所	呂佳群耳鼻喉科診所	高雄市三民區大昌二路305號1樓	07-3832988
診所	大昌倫詠診所	高雄市三民區大昌二路307號1－2樓	07-3819960
診所	誠品牙醫診所	高雄市三民區大昌二路400－402號1Ｆ	07-3955760
診所	大昌診所	高雄市三民區大昌二路460號1樓	07-3800823
診所	十方中醫診所	高雄市三民區大昌二路472號	07-3929199
診所	健嘉牙醫診所	高雄市三民區大昌二路546號	07-3926612
診所	大昌牙醫診所	高雄市三民區大昌二路67號1樓、夾層、2樓	07-3860066
診所	沈中章婦產科診所	高雄市三民區大昌二路97號1樓	07-3818993
診所	翁聆修骨外科診所	高雄市三民區大順二路242號1樓	07-3875505
診所	高大牙醫診所	高雄市三民區大順二路284號1樓	07-3922562
診所	馮牙醫診所	高雄市三民區大順二路606號1樓	07-3834508
診所	嘉品中醫診所	高雄市三民區大順二路60號1樓	07-3845999
診所	品橙牙醫診所	高雄市三民區大順二路622號1－2樓	07-3830909
診所	吳孟哲中醫診所	高雄市三民區大順二路640號1樓	07-3831319
診所	曾啟楨診所	高雄市三民區大順二路647號1－2樓	07-3963000
診所	大順博愛眼科診所	高雄市三民區大順二路657號1樓及夾層	07-3925777
診所	莊正亮牙醫診所	高雄市三民區大順二路679號	07-3849309
診所	大順景福診所	高雄市三民區大順二路720號1樓	07-3833799
診所	劉景昇中醫診所	高雄市三民區大順二路86號一樓	07-3862228
診所	文心診所	高雄市三民區大裕路256號1樓	07-3108004
診所	廣德牙醫診所	高雄市三民區大豐一路155號	07-3928667
診所	吉人牙醫診所	高雄市三民區大豐一路296號一樓	07-3819355
診所	宜昌中醫診所	高雄市三民區大豐一路75號1－2樓	07-3836601
診所	羅韻珊小兒科診所	高雄市三民區大豐二路110-1號1樓	07-3870430
診所	豐樺牙醫診所	高雄市三民區大豐二路112號1樓及夾層	07-3850495
診所	鼎金中醫診所	高雄市三民區大豐二路160號1樓	07-3987788
診所	高英牙醫診所	高雄市三民區大豐二路162號1樓	07-3845877
診所	北大牙醫診所	高雄市三民區大豐二路195號1樓	07-3830425
診所	上豐牙醫診所	高雄市三民區大豐二路207號	07-3838069
診所	三民承德中醫診所	高雄市三民區大豐二路288號1樓	07-3873574
診所	郭錦彰眼科診所	高雄市三民區大豐二路319號1－2樓	07-3977099
診所	國仁牙醫診所	高雄市三民區大豐二路446號	07-3832400
診所	春豐中醫診所	高雄市三民區大豐二路456號1樓	07-3898246
診所	亨木中醫診所	高雄市三民區山東街94號1樓	07-7251776
診所	張廷祿中醫診所	高雄市三民區中和街213號1樓	07-3233336
診所	徐梓容牙醫診所	高雄市三民區中和街230號	07-3115775
診所	李冠東中醫診所	高雄市三民區中華二路347號1樓	07-3233608
診所	博視眼科診所	高雄市三民區中華三路290號1－4樓	07-2852788
診所	許為勇牙醫診所	高雄市三民區天津街27號一到二樓	07-3118071
診所	鼎祥診所	高雄市三民區天祥一路135－1號1樓	07-3477086
診所	吉星小兒科診所	高雄市三民區天祥一路135－1號1樓	07-3487936
診所	天惠中醫診所	高雄市三民區天祥一路199號一樓	07-3475572
診所	長春牙醫診所	高雄市三民區天祥一路202號2樓	07-3598581
診所	仲心牙醫診所	高雄市三民區文濱路17巷2號1樓及夾層	07-7670267
診所	璞美牙醫診所	高雄市三民區文濱路29號1－2樓	07-7775750
診所	翰穎皮膚科診所	高雄市三民區文濱路33號1－4樓	07-7679909
診所	蔡智禮診所	高雄市三民區北平一街132號	07-3225728
診所	楊濟鴻中醫診所	高雄市三民區北平二街27號1F	07-3123282
診所	簡牙醫診所	高雄市三民區平等路85號1樓	07-3864445
診所	思邁爾牙醫診所	高雄市三民區本上里陽明路303號1－2樓	07-3817733
診所	王傳啟牙醫診所	高雄市三民區本上里黃興路180號1樓	07-3898079
診所	黃洽益牙醫診所	高雄市三民區本文里立忠路7號	07-3830059
診所	微笑牙醫診所	高雄市三民區本揚里義華路78號1樓	07-3807083
診所	育生中醫診所	高雄市三民區本館里昌裕街174號	07-3830922
診所	惠民診所	高雄市三民區正忠路185號1樓	07-3852378
診所	慈愛中醫診所	高雄市三民區正忠路192號1樓	07-3863333
診所	力仁診所	高雄市三民區正忠路198號	07-3897668
診所	建昌中醫診所	高雄市三民區正忠路235號1、2樓	07-3825855
診所	大勝牙醫診所	高雄市三民區正忠路341號	07-3818273
診所	康齡牙醫診所	高雄市三民區正忠路73號	07-3840489
診所	建康診所	高雄市三民區正順里建工路537，539號1樓	07-3838788
診所	陳津甫耳鼻喉科診所	高雄市三民區正興里正興路167號	07-3805686
診所	佑誠診所	高雄市三民區正興里正興路98號1Ｆ	07-3869132
診所	雷牙醫診所	高雄市三民區正興路113號1Ｆ	07-3874127
診所	臻成牙醫診所	高雄市三民區正興路146號1－2樓	07-3808062
診所	養元診所	高雄市三民區正興路163巷2號一樓	07-3979060
診所	正興牙醫診所	高雄市三民區正興路163巷6號一樓	07-3854210
診所	天乙中醫診所	高雄市三民區正興路187號1樓	07-3828088
診所	建欣診所	高雄市三民區正興路213號1樓	07-3808856
診所	劉楠賢中醫診所	高雄市三民區正興路89號	07-3856798
診所	永佳牙醫診所	高雄市三民區正興路十二號1樓	07-3852367
診所	熱河診所	高雄市三民區民族一路517－3號1－3樓	07-3430103
診所	元新眼科診所	高雄市三民區民族一路521號一樓	07-3480255
診所	育明診所	高雄市三民區民族一路537號一樓．二樓	07-3478461
診所	高筌牙醫診所	高雄市三民區民族一路547號1樓	07-3509856
診所	鍾在倫小兒科診所	高雄市三民區民族一路63號	07-3162668
診所	諾貝爾牙醫診所	高雄市三民區民族一路76號1、2樓	07-3963888
診所	鼻安中醫診所	高雄市三民區民族一路7號一樓	07-3159199
診所	慈惠診所	高雄市三民區民族一路80號17樓之1	07-3822692
診所	喬安婦產科診所	高雄市三民區民族一路870號1–3樓	07-3493693
診所	民族診所	高雄市三民區民族一路880號（地下1樓．地上1－5樓部分樓層	07-3462802
診所	晶英牙醫診所	高雄市三民區永年街27號1－3樓	07-3805363
診所	振東牙醫診所	高雄市三民區永年街79號1樓	07-3871547
診所	銘祥中醫診所	高雄市三民區立忠路2－1號1樓	07-3859006
診所	明宗診所	高雄市三民區立誠里九如二路469號	07-3124358
診所	金山牙醫診所	高雄市三民區立德里建國三路511號	07-2416730
診所	舒心身心診所	高雄市三民區吉林街150號2樓	07-3116116
診所	博愛牙醫診所	高雄市三民區吉林街158號1樓	07-3218666
診所	唯雅牙醫診所	高雄市三民區吉林街289－1號1樓	07-3225793
診所	庭禎牙醫診所	高雄市三民區吉林街76號1樓、2樓	07-3218152
診所	何思賢家庭醫學科診所	高雄市三民區吉林街98號	07-3119566
診所	王博正牙醫診所	高雄市三民區吉林路93號	07-3212388
診所	興中聯合診所	高雄市三民區安吉里九如一路950號	07-3867535
診所	現代牙醫診所	高雄市三民區安泰里綏遠二街11號2樓	07-3225037
診所	胡榿小兒科診所	高雄市三民區安發里九如一路820號1Ｆ	07-3827356
診所	多多牙醫診所	高雄市三民區有光路116號	07-3952028
診所	茂德診所	高雄市三民區自由一路14號	07-3122238
診所	張瑞璋中醫診所	高雄市三民區自由一路91號	07-3127026
診所	誠德中醫診所	高雄市三民區自立一路305號1樓305號之一．1樓	07-3130368
診所	曾宜宏耳鼻喉科診所	高雄市三民區自立一路370號	07-3212233
診所	怡德耳鼻喉科診所	高雄市三民區自立一路99號	07-2864875
診所	鄭榮祥診所	高雄市三民區自強一路197號1樓	07-2511241
診所	陳恆全診所	高雄市三民區自強一路222號	07-2518770
診所	晶美牙醫診所	高雄市三民區自強一路231號1.2樓	07-2612118
診所	巧巧牙醫診所	高雄市三民區明仁路171號2樓	07-3489177
診所	林吉原中醫診所	高雄市三民區明仁路18號一至二樓	07-3434453
診所	廣宜牙醫診所	高雄市三民區明吉路37號1Ｆ	07-3465626
診所	雲品牙醫診所	高雄市三民區明哲路7號1樓	07-3482000
診所	青彰復健科診所	高雄市三民區明誠一路192號1、2樓	07-3427966
診所	君悅牙醫診所	高雄市三民區明誠一路202號1－2樓	07-3508818
診所	茂田診所	高雄市三民區明誠一路236號1樓	07-3109506
診所	明誠牙醫診所	高雄市三民區明誠一路386．388號一樓	07-3106333
診所	長虹牙醫診所	高雄市三民區明誠一路498號一樓	07-3101222
診所	黃英峰耳鼻喉科診所	高雄市三民區明誠一路698號一樓	07-3103439
診所	新和中醫診所	高雄市三民區明誠一路708號1樓	07-3508665
診所	邱坤興皮膚科診所	高雄市三民區明誠一路828號830號1－3樓	07-3483437
診所	宏民牙醫診所	高雄市三民區明誠二路102號1樓	07-3503807
診所	洪乘龍診所	高雄市三民區明誠二路18號1樓	07-3470398
診所	林國峰牙醫診所	高雄市三民區明誠二路26號	07-3491958
診所	醫世代眼科診所	高雄市三民區明誠二路6號．8號1樓	07-3506900
診所	吳家明眼科診所	高雄市三民區明誠二路76號一樓	07-3505829
診所	欣新牙醫診所	高雄市三民區明誠二路96號一樓，二樓	07-3502506
診所	李錦輝眼科診所	高雄市三民區明誠二路98號1樓	07-3485707
診所	宇泰復健科診所	高雄市三民區明福街17號1－2樓	07-3438578
診所	蔡宜芬中醫診所	高雄市三民區明福街19號1樓	07-3593579
診所	孫強峰中醫診所	高雄市三民區明賢街106號1樓	07-3432777
診所	方壽康牙醫診所	高雄市三民區明賢街71–73號1Ｆ	07-3497265
診所	總理牙醫診所	高雄市三民區林森一路285號1樓	07-2365896
診所	陳金源皮膚科診所	高雄市三民區河北二路112之13號1樓	07-2853213
診所	遠東牙醫診所	高雄市三民區河北二路112之15號1樓	07-2858783
診所	陳建治牙醫診所	高雄市三民區河北二路203號	07-2818369
診所	晴光美學牙醫診所	高雄市三民區河堤路304號1－2樓	07-3500306
診所	宏益骨科診所	高雄市三民區河堤路316號1－2樓	07-3491559
診所	峰禾牙醫診所	高雄市三民區河堤路476、478號1樓	07-3478555
診所	鼎泰堂中醫診所	高雄市三民區河堤路490號1樓	07-3593147
診所	新世紀中醫診所	高雄市三民區河堤路592號1－2樓	07-3107868
診所	統領牙醫診所	高雄市三民區金鼎路355號	07-3494210
診所	張氏診所	高雄市三民區金鼎路368之5號1樓	07-3419182
診所	尚愛牙醫診所	高雄市三民區青島街26號1及2樓	07-3222355
診所	安捷診所	高雄市三民區信國路3號1－4樓	07-3965399
診所	千惠牙醫診所	高雄市三民區建工路296號	07-3817930
診所	陳慶長牙醫診所	高雄市三民區建工路334號1樓	07-3957321
診所	衫宥中醫診所	高雄市三民區建工路393號1－2樓	07-3898877
診所	好健康診所	高雄市三民區建工路396號1樓	07-3839966
診所	天祥診所	高雄市三民區建工路449號1樓	07-3825669
診所	漢芳中醫診所	高雄市三民區建工路481號1樓	07-3971818
診所	仁里眼科診所	高雄市三民區建工路520號1樓	07-3858188
診所	張殷彰診所	高雄市三民區建工路531．533號一樓	07-3867121
診所	建功婦產科診所	高雄市三民區建工路537．539號1樓	07-3838788
診所	陳柏宏皮膚科診所	高雄市三民區建工路553號1-2樓	07-3822020
診所	蘇景賢診所	高雄市三民區建工路575號1樓	07-3821450
診所	銘樺牙醫診所	高雄市三民區建工路579號一至二樓	07-3808288
診所	心悅診所	高雄市三民區建工路587號1－2樓	07-3805562
診所	怡碩耳鼻喉科診所	高雄市三民區建工路589號1樓	07-3808169
診所	鼎好牙醫診所	高雄市三民區建工路598號1樓	07-3871931
診所	陳志信眼科診所	高雄市三民區建工路599號1－2樓	07-3928005
診所	耀德婦產科診所	高雄市三民區建工路601號1樓	07-3909189
診所	建工心喜診所	高雄市三民區建工路603號1－2樓	07-3801538
診所	陳泰安診所	高雄市三民區建工路609號1樓	07-3924423
診所	上華牙醫診所	高雄市三民區建工路613號二．三樓	07-3890116
診所	鍾牙醫診所	高雄市三民區建工路625－3號1樓	07-3953412
診所	陳豊源耳鼻喉科診所	高雄市三民區建工路648號	07-3870120
診所	新一牙醫診所	高雄市三民區建工路660號1樓	07-3891605
診所	建功馬光中醫診所	高雄市三民區建工路700號1－3樓	07-3952423
診所	黃子秋內科診所	高雄市三民區建工路800號一樓	07-3869260
診所	生生不息婦產科診所	高雄市三民區建工路856號1、2樓	07-3903390
診所	緯立診所	高雄市三民區建元路30號1樓	07-3850785
診所	南山醫院	高雄市三民區建東里建國三路151號	07-2882101
診所	日盛牙醫診所	高雄市三民區建國一路305號1Ｆ	07-2232283
診所	蘇文藝牙醫診所	高雄市三民區建國一路386號	07-2258830
診所	德安牙醫診所	高雄市三民區建國二路131號1樓	07-2351033
診所	泰安內外科中醫診所	高雄市三民區建國二路156號	07-2357306
診所	國源堂中醫診所	高雄市三民區建國二路170、172號1樓	07-2372627
診所	偉誠牙醫診所	高雄市三民區建國二路27－3號	07-2370030
診所	夏道生婦產科診所	高雄市三民區建國二路54號	07-2372275
診所	陳國敏婦產科診所	高雄市三民區建國三路279號	07-2888115-6
診所	聖和中醫診所	高雄市三民區建國三路367號1-2樓	07-2862121
診所	黃河東眼科診所	高雄市三民區建國三路393，395號	07-2518075
診所	仁愛內兒科診所	高雄市三民區建國三路463號	07-2417048
診所	魏榮洲神經科診所	高雄市三民區建國三路489號	07-2519828
診所	傳生診所	高雄市三民區建國三路503號1樓	07-2911588
診所	元正牙醫診所	高雄市三民區建國路三段410號1－2樓	07-7808711
診所	余建興耳鼻喉科診所	高雄市三民區建興路183號1樓	07-3892437
診所	正泰牙醫診所	高雄市三民區建興路247號1樓	07-3892289
診所	鴻安中醫診所	高雄市三民區建興路261號1樓	07-3895935
診所	蘇峰志牙醫診所	高雄市三民區建興路301號1＋2樓	07-3929399
診所	杞圓中醫診所	高雄市三民區建興路326號1樓	07-3965656
診所	寶安堂中醫診所	高雄市三民區建興路36號1樓	07-3802666
診所	徐樹本小兒科診所	高雄市三民區建興路373號	07-3867833
診所	銘佑牙醫診所	高雄市三民區建興路398號1樓	07-3867616
